,cell num,volume cc,mass g,raw_result,raw_energy_MeV,normalised enegy-rate MeV/s
0,13,7.24547,3.19525227,6.27086e-05,2.76544926e-05,27654492600.0
1,14,7.27094,3.2064845400000004,2.05837e-05,9.0774117e-06,9077411700.0
2,13000,9.07212,4.00080492,1.30558e-05,5.7576078e-06,5757607800.0
3,14000,9.16332,4.04102412,0.0,0.0,0.0
4,13001,9.07212,4.00080492,0.0,0.0,0.0
5,14001,9.16332,4.04102412,2.3344e-05,1.0294703999999999e-05,10294704000.0
6,13002,7.24547,3.19525227,0.0,0.0,0.0
7,14002,7.27094,3.2064845400000004,1.25287e-05,5.525156699999999e-06,5525156699.999999
8,13003,9.17295,4.04527095,5.36806e-05,2.3673144600000002e-05,23673144600.000004
9,14003,9.09185,4.00950585,1.89586e-05,8.360742599999999e-06,8360742599.999999
10,13004,11.1469,4.9157829,2.64321e-06,1.1656556099999998e-06,1165655609.9999998
11,14004,10.9248,4.817836799999999,2.11937e-05,9.3464217e-06,9346421700.0
12,13005,11.1469,4.9157829,0.0,0.0,0.0
13,14005,10.9248,4.817836799999999,2.50985e-06,1.1068438500000002e-06,1106843850.0000002
14,13006,9.17295,4.04527095,0.0,0.0,0.0
15,14006,9.09185,4.00950585,0.0,0.0,0.0
16,13007,10.0623,4.4374743,4.81925e-05,2.12528925e-05,21252892500.0
17,14007,10.3916,4.5826956,9.71807e-06,4.28566887e-06,4285668870.0000005
18,13008,11.8969,5.2465329,1.87266e-05,8.2584306e-06,8258430600.0
19,14008,12.4309,5.4820269,9.13135e-06,4.02692535e-06,4026925350.0
20,13009,11.8969,5.2465329,1.14085e-05,5.031148499999999e-06,5031148499.999999
21,14009,12.4309,5.4820269,0.0,0.0,0.0
22,13010,10.0623,4.4374743,9.95439e-06,4.38988599e-06,4389885990.0
23,14010,10.3916,4.5826956,4.90111e-06,2.16138951e-06,2161389510.0
24,13011,11.8101,5.2082541,1.17268e-07,5.1715188000000004e-08,51715188.00000001
25,14011,12.0444,5.3115803999999995,4.8082e-05,2.1204162e-05,21204162000.0
26,13012,13.985,6.1673849999999995,1.57612e-05,6.9506892e-06,6950689200.0
27,14012,14.2927,6.3030807,1.21148e-05,5.3426268e-06,5342626800.0
28,13013,13.985,6.1673849999999995,4.2394e-06,1.8695753999999998e-06,1869575399.9999998
29,14013,14.2927,6.3030807,6.8753e-06,3.0320073e-06,3032007300.0
30,13014,11.8101,5.2082541,0.0,0.0,0.0
31,14014,12.0444,5.3115803999999995,9.42671e-06,4.15717911e-06,4157179109.9999995
32,13015,9.39415,4.14282015,0.0,0.0,0.0
33,14015,8.81865,3.88902465,1.66544e-05,7.344590400000001e-06,7344590400.000001
34,13016,11.4079,5.0308839,3.55821e-06,1.56917061e-06,1569170610.0
35,14016,10.881,4.798521,3.78237e-06,1.66802517e-06,1668025170.0
36,13017,11.4079,5.0308839,8.25026e-06,3.6383646600000003e-06,3638364660.0000005
37,14017,10.881,4.798521,2.46561e-05,1.0873340099999999e-05,10873340100.0
38,13018,9.39415,4.14282015,9.93504e-06,4.38135264e-06,4381352640.0
39,14018,8.81865,3.88902465,1.55205e-05,6.844540500000001e-06,6844540500.000001
40,13019,5.89094,2.59790454,8.15871e-07,3.5979911100000004e-07,359799111.00000006
41,14019,5.95142,2.62457622,7.57222e-06,3.33934902e-06,3339349020.0
42,13020,7.38288,3.25585008,1.25227e-05,5.5225106999999995e-06,5522510699.999999
43,14020,7.54494,3.3273185400000003,9.96025e-06,4.39247025e-06,4392470250.0
44,13021,7.38288,3.25585008,0.0,0.0,0.0
45,14021,7.54494,3.3273185400000003,0.0,0.0,0.0
46,13022,5.89094,2.59790454,3.89547e-06,1.7179022699999999e-06,1717902269.9999998
47,14022,5.95142,2.62457622,0.0,0.0,0.0
